Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVacDays,Program,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4170,1,Apartment,Sep-20,Sep-20,Sep-20,13,4,17,Public Housing,BURANDA ,Brisbane,Bulimba
4110,3,Cluster House,Aug-20,Sep-20,Sep-20,13,4,17,Public Housing,INALA ,Brisbane,Algester
4216,2,Townhouse,Oct-20,Oct-20,Oct-20,13,4,17,Public Housing,GOLD COAST ,Gold Coast,Bonney
4124,3,Detached House,May-21,May-21,May-21,13,4,17,Public Housing,LOGAN ,Logan,Logan
4805,1,Apartment,Jul-20,Jul-20,Jul-20,13,4,17,Public Housing,MACKAY ,Whitsunday,Burdekin
4507,1,Apartment,Sep-20,Sep-20,Sep-20,13,4,17,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4870,1,Apartment,May-21,May-21,May-21,13,4,17,Public Housing,CAIRNS ,Cairns,Cairns
4868,3,Detached House,Aug-20,Aug-20,Aug-20,13,4,17,Public Housing,CAIRNS ,Cairns,Mulgrave
4019,1,Apartment,Sep-20,Sep-20,Oct-20,13,4,17,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4812,2,Townhouse,Sep-20,Sep-20,Sep-20,13,4,17,Public Housing,TOWNSVILLE ,Townsville,Townsville
4740,1,Apartment,May-21,Jun-21,Jun-21,13,4,17,Public Housing,MACKAY ,Mackay,Mackay
4670,2,Duplex,Jun-21,Jun-21,Jun-21,13,4,17,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4077,3,Detached House,Jun-21,Jun-21,Jun-21,13,5,18,Public Housing,INALA ,Brisbane,Inala
4006,1,Apartment,Nov-20,Dec-20,Dec-20,13,5,18,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4017,1,Apartment,May-21,May-21,Jun-21,13,5,18,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4805,1,Apartment,Jul-20,Jul-20,Jul-20,13,5,18,Public Housing,MACKAY ,Whitsunday,Burdekin
4510,1,Apartment,Nov-20,Nov-20,Nov-20,13,5,18,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4129,4,Detached House,May-21,May-21,May-21,13,5,18,Public Housing,LOGAN ,Logan,Waterford
4650,3,Detached House,Jul-20,Aug-20,Aug-20,13,5,18,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4815,2,Duplex,May-21,Jun-21,Jun-21,13,5,18,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4163,1,Apartment,Nov-20,Dec-20,Dec-20,13,5,18,Public Housing,BAYSIDE ,Redland,Oodgeroo
4032,1,Apartment,Aug-20,Sep-20,Sep-20,13,6,19,Public Housing,CHERMSIDE ,Brisbane,Stafford
4034,1,Apartment,Sep-20,Oct-20,Oct-20,13,6,19,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4034,1,Apartment,Jun-20,Jul-20,Jul-20,13,6,19,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4207,3,Detached House,Mar-21,Apr-21,Apr-21,13,6,19,Public Housing,LOGAN ,Logan,Macalister
4551,1,Apartment,Jun-21,Jun-21,Jun-21,13,6,19,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4870,1,Apartment,Aug-20,Sep-20,Sep-20,13,6,19,Public Housing,CAIRNS ,Cairns,Cairns
4870,3,Cluster House,Oct-20,Oct-20,Nov-20,13,6,19,Public Housing,CAIRNS ,Cairns,Cairns
4680,3,Detached House,Jun-20,Jul-20,Jul-20,13,6,19,Public Housing,GLADSTONE ,Gladstone,Gladstone
4680,3,Detached House,Jun-20,Jul-20,Jul-20,13,6,19,Public Housing,GLADSTONE ,Gladstone,Gladstone
4680,3,Detached House,Sep-20,Sep-20,Sep-20,13,6,19,Public Housing,GLADSTONE ,Gladstone,Gladstone
4132,1,Apartment,Apr-21,Apr-21,May-21,13,6,19,Public Housing,LOGAN ,Logan,Woodridge
4019,2,Townhouse,Nov-20,Dec-20,Dec-20,13,6,19,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4869,1,Apartment,May-21,May-21,Jun-21,13,6,19,Public Housing,CAIRNS ,Cairns,Mulgrave
4510,1,Apartment,Nov-20,Nov-20,Nov-20,13,6,19,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4051,1,Apartment,Oct-20,Oct-20,Oct-20,13,7,20,Public Housing,FORTITUDE VALLEY ,Brisbane,Everton
4054,4,Detached House,Jul-20,Jul-20,Jul-20,13,7,20,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4012,1,Apartment,Nov-20,Nov-20,Nov-20,13,7,20,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4152,1,Apartment,Sep-20,Oct-20,Oct-20,13,7,20,Public Housing,BURANDA ,Brisbane,Chatsworth
4670,2,Duplex,Oct-20,Oct-20,Oct-20,13,7,20,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4680,3,Detached House,Feb-21,Mar-21,Mar-21,13,7,20,Public Housing,GLADSTONE ,Gladstone,Gladstone
4157,1,Apartment,Nov-20,Dec-20,Dec-20,13,7,20,Public Housing,BAYSIDE ,Redland,Capalaba
4163,1,Apartment,Apr-21,May-21,May-21,13,7,20,Public Housing,BAYSIDE ,Redland,Oodgeroo
4570,3,Detached House,Feb-21,Feb-21,Mar-21,13,7,20,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4701,1,Apartment,Aug-20,Sep-20,Sep-20,13,7,20,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4214,3,Detached House,Feb-21,Feb-21,Mar-21,13,7,20,Public Housing,GOLD COAST ,Gold Coast,Southport
4019,2,Townhouse,Nov-20,Nov-20,Dec-20,13,7,20,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4556,2,Apartment,Apr-21,Apr-21,May-21,13,7,20,Public Housing,MAROOCHYDORE ,Sunshine Coast,Buderim
4034,3,Townhouse,Nov-20,Dec-20,Dec-20,13,8,21,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4179,2,Townhouse,Nov-20,Nov-20,Dec-20,13,8,21,Public Housing,BAYSIDE ,Brisbane,Lytton
4102,1,Apartment,Nov-20,Nov-20,Dec-20,13,8,21,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4064,1,Apartment,Feb-21,Mar-21,Mar-21,13,8,21,Public Housing,FORTITUDE VALLEY ,Brisbane,Cooper
4011,1,Apartment,Sep-20,Sep-20,Sep-20,13,8,21,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4121,1,Apartment,Sep-20,Sep-20,Sep-20,13,8,21,Public Housing,BURANDA ,Brisbane,Greenslopes
4152,2,Apartment,Sep-20,Sep-20,Sep-20,13,8,21,Public Housing,BURANDA ,Brisbane,Chatsworth
4870,2,Townhouse,Mar-21,Mar-21,Apr-21,13,8,21,Public Housing,CAIRNS ,Cairns,Cairns
4570,2,Duplex,May-21,Jun-21,Jun-21,13,8,21,Public Housing,MAROOCHYDORE ,Gympie,Gympie
0000,1,Apartment,Aug-20,Sep-20,Sep-20,13,8,21,Public Housing,IPSWICH ,Ipswich,Ipswich
4558,1,Apartment,May-21,Jun-21,Jun-21,13,8,21,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4560,3,Detached House,Feb-21,Feb-21,Mar-21,13,8,21,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4172,1,Apartment,Aug-20,Aug-20,Aug-20,13,8,21,Public Housing,BURANDA ,Brisbane,Bulimba
4883,3,Detached House,Jun-20,Jun-20,Jul-20,13,9,22,Public Housing,CAIRNS ,Tablelands,Hill
4051,1,Apartment,Nov-20,Dec-20,Dec-20,13,9,22,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4068,1,Apartment,Jun-20,Jun-20,Jul-20,13,9,22,Public Housing,FORTITUDE VALLEY ,Brisbane,Maiwar
4068,1,Apartment,Nov-20,Nov-20,Nov-20,13,9,22,Public Housing,FORTITUDE VALLEY ,Brisbane,Maiwar
4030,1,Apartment,Sep-20,Sep-20,Oct-20,13,9,22,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4650,2,Townhouse,Jun-20,Jun-20,Jul-20,13,9,22,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4114,3,Detached House,May-21,May-21,Jun-21,13,9,22,Public Housing,LOGAN ,Logan,Woodridge
0000,2,Apartment,Jul-20,Aug-20,Aug-20,13,9,22,Public Housing,IPSWICH ,Ipswich,Ipswich
4121,1,Apartment,Sep-20,Sep-20,Oct-20,13,10,23,Public Housing,BURANDA ,Brisbane,Greenslopes
4216,2,Townhouse,Feb-21,Feb-21,Mar-21,13,10,23,Public Housing,GOLD COAST ,Gold Coast,Bonney
4557,3,Townhouse,Jan-21,Jan-21,Jan-21,13,10,23,Public Housing,MAROOCHYDORE ,Sunshine Coast,Buderim
4105,2,Apartment,Jul-20,Aug-20,Aug-20,13,10,23,Public Housing,BURANDA ,Brisbane,Toohey
4650,3,Townhouse,Jul-20,Aug-20,Aug-20,13,11,24,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4700,1,Apartment,Jan-21,Jan-21,Jan-21,13,11,24,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4650,2,Apartment,Aug-20,Aug-20,Sep-20,13,11,24,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4740,2,Dual Occupancy,Jan-21,Feb-21,Feb-21,13,12,25,Public Housing,MACKAY ,Mackay,Mackay
4215,1,Apartment,Feb-21,Mar-21,Mar-21,13,13,26,Public Housing,GOLD COAST ,Gold Coast,Bonney
4883,3,Detached House,Dec-20,Dec-20,Jan-21,13,14,27,Public Housing,CAIRNS ,Tablelands,Hill
4012,2,Townhouse,Jun-20,Jun-20,Jul-20,13,14,27,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4715,3,Detached House,Aug-20,Aug-20,Sep-20,13,14,27,Public Housing,ROCKHAMPTON ,Banana,Callide
4870,1,Apartment,Mar-21,Mar-21,Apr-21,13,14,27,Public Housing,CAIRNS ,Cairns,Cairns
4560,3,Townhouse,Mar-21,Mar-21,Apr-21,13,14,27,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4214,3,Detached House,Feb-21,Feb-21,Mar-21,13,14,27,Public Housing,GOLD COAST ,Gold Coast,Bonney
4104,1,Apartment,Jun-21,Jun-21,Jun-21,13,15,28,Public Housing,BURANDA ,Brisbane,Miller
4670,1,Apartment,Feb-21,Mar-21,Mar-21,13,15,28,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
0000,3,Detached House,Oct-20,Oct-20,Nov-20,13,15,28,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4702,3,Detached House,Apr-21,Apr-21,May-21,13,15,28,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4305,3,Detached House,Jun-20,Jun-20,Jul-20,13,15,28,Public Housing,IPSWICH ,Ipswich,Ipswich
4810,2,Townhouse,Mar-21,Mar-21,Mar-21,13,15,28,Public Housing,TOWNSVILLE ,Townsville,Townsville
4152,3,Detached House,Aug-20,Sep-20,Sep-20,13,16,29,Public Housing,BURANDA ,Brisbane,Greenslopes
4005,1,Apartment,Aug-20,Aug-20,Sep-20,13,17,30,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4740,1,Apartment,Nov-20,Nov-20,Dec-20,13,17,30,Public Housing,MACKAY ,Mackay,Mackay
4573,2,Dual Occupancy,Sep-20,Oct-20,Oct-20,13,17,30,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4885,2,Duplex,Dec-20,Dec-20,Jan-21,13,18,31,Public Housing,CAIRNS ,Tablelands,Hill
4800,2,Townhouse,Nov-20,Nov-20,Dec-20,13,18,31,Public Housing,MACKAY ,Whitsunday,Whitsunday
4870,2,Townhouse,Mar-21,Mar-21,Apr-21,13,19,32,Public Housing,CAIRNS ,Cairns,Cairns
4560,1,Apartment,Mar-21,Apr-21,Apr-21,13,19,32,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4005,1,Apartment,Apr-21,Apr-21,May-21,13,20,33,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4169,2,Apartment,Jan-21,Jan-21,Feb-21,13,20,33,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4223,3,Detached House,Aug-20,Sep-20,Sep-20,13,20,33,Public Housing,GOLD COAST ,Gold Coast,Currumbin
4032,3,Detached House,Mar-21,Mar-21,Apr-21,13,21,34,Public Housing,CHERMSIDE ,Brisbane,Stafford
4020,1,Apartment,Nov-20,Nov-20,Dec-20,13,21,34,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4869,4,Detached House,Jan-21,Feb-21,Feb-21,13,21,34,Public Housing,CAIRNS ,Cairns,Mulgrave
4034,2,Townhouse,Feb-21,Mar-21,Mar-21,13,22,35,Public Housing,CHERMSIDE ,Brisbane,Nudgee
0000,2,Townhouse,Oct-20,Nov-20,Dec-20,13,22,35,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4019,2,Townhouse,Jul-20,Aug-20,Sep-20,13,22,35,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4701,2,Detached House,May-21,May-21,Jun-21,13,22,35,Public Housing,ROCKHAMPTON ,Rockhampton,Keppel
4178,1,Apartment,Apr-21,Apr-21,May-21,13,23,36,Public Housing,BAYSIDE ,Brisbane,Lytton
4178,1,Apartment,Feb-21,Mar-21,Mar-21,13,23,36,Public Housing,BAYSIDE ,Brisbane,Lytton
4103,2,Apartment,Oct-20,Nov-20,Dec-20,13,23,36,Public Housing,BURANDA ,Brisbane,Miller
4670,2,Duplex,Apr-21,May-21,Jun-21,13,23,36,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4558,1,Apartment,Mar-21,Apr-21,Apr-21,13,24,37,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4032,1,Apartment,Dec-20,Dec-20,Jan-21,13,25,38,Public Housing,CHERMSIDE ,Brisbane,Stafford
4178,1,Apartment,Nov-20,Dec-20,Jan-21,13,27,40,Public Housing,BAYSIDE ,Brisbane,Lytton
4006,2,Apartment,May-21,May-21,Jun-21,13,27,40,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4104,1,Apartment,Jan-21,Feb-21,Mar-21,13,28,41,Public Housing,BURANDA ,Brisbane,Miller
4895,2,Duplex,Mar-21,Mar-21,Apr-21,13,28,41,Public Housing,CAIRNS ,Cook,Cook
4159,2,Apartment,Nov-20,Dec-20,Jan-21,13,28,41,Public Housing,BAYSIDE ,Redland,Capalaba
4122,1,Apartment,Jan-21,Feb-21,Mar-21,13,29,42,Public Housing,BURANDA ,Brisbane,Mansfield
4011,1,Apartment,Dec-20,Dec-20,Jan-21,13,30,43,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4880,1,Apartment,Oct-20,Nov-20,Dec-20,13,30,43,Public Housing,CAIRNS ,Mareeba,Cook
4005,1,Apartment,Mar-21,Apr-21,May-21,13,34,47,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4870,1,Apartment,Feb-21,Feb-21,Mar-21,13,34,47,Public Housing,CAIRNS ,Cairns,Cairns
4019,1,Apartment,Jul-20,Jul-20,Sep-20,13,34,47,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4152,1,Apartment,Mar-21,Mar-21,May-21,13,35,48,Public Housing,BURANDA ,Brisbane,Bulimba
4101,1,Apartment,Mar-21,Mar-21,Apr-21,13,36,49,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4169,1,Apartment,Jan-21,Feb-21,Mar-21,13,37,50,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4305,1,Apartment,Jul-20,Aug-20,Sep-20,13,38,51,Public Housing,IPSWICH ,Ipswich,Ipswich
4565,1,Apartment,Jul-20,Aug-20,Sep-20,13,39,52,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4870,1,Apartment,Aug-20,Sep-20,Oct-20,13,40,53,Public Housing,CAIRNS ,Cairns,Cairns
4304,3,Townhouse,Aug-20,Aug-20,Sep-20,13,40,53,Public Housing,IPSWICH ,Ipswich,Ipswich
4022,3,Cluster House,Nov-20,Dec-20,Jan-21,13,42,55,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4121,1,Apartment,Apr-21,Apr-21,Jun-21,13,43,56,Public Housing,BURANDA ,Brisbane,Greenslopes
4221,1,Apartment,Mar-21,Apr-21,May-21,13,44,57,Public Housing,GOLD COAST ,Gold Coast,Burleigh
4877,1,Apartment,Feb-21,Feb-21,Apr-21,13,44,57,Public Housing,CAIRNS ,Douglas,Cook
4019,1,Apartment,Jul-20,Jul-20,Sep-20,13,44,57,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
0000,1,Apartment,Jun-20,Jul-20,Aug-20,13,51,64,Public Housing,CAIRNS ,Cairns,Cairns
4221,3,Townhouse,May-20,May-20,Jul-20,13,52,65,Public Housing,GOLD COAST ,Gold Coast,Currumbin
4170,1,Apartment,Feb-21,Mar-21,May-21,13,57,70,Public Housing,BURANDA ,Brisbane,Bulimba
4570,1,Apartment,May-20,May-20,Jul-20,13,57,70,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4825,2,Apartment,Sep-20,Sep-20,Nov-20,13,62,75,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4170,1,Apartment,Feb-21,Mar-21,May-21,13,64,77,Public Housing,BURANDA ,Brisbane,Bulimba
4870,1,Apartment,Aug-20,Sep-20,Nov-20,13,67,80,Public Housing,CAIRNS ,Cairns,Cairns
4502,1,Apartment,Nov-20,Nov-20,Feb-21,13,69,82,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4870,1,Apartment,Jan-21,Jan-21,Apr-21,13,82,95,Public Housing,CAIRNS ,Cairns,Cairns
4879,2,Apartment,Apr-20,Apr-20,Aug-20,13,105,118,Public Housing,CAIRNS ,Cairns,Barron River
4883,1,Apartment,Jul-20,Aug-20,Dec-20,13,121,134,Public Housing,CAIRNS ,Tablelands,Hill
4807,1,Apartment,Sep-20,Oct-20,Oct-20,14,0,14,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4053,3,Detached House,Sep-20,Sep-20,Sep-20,14,0,14,Public Housing,CHERMSIDE ,Brisbane,Stafford
4077,2,Townhouse,Jul-20,Aug-20,Aug-20,14,0,14,Public Housing,INALA ,Brisbane,Inala
4051,1,Apartment,Feb-21,Mar-21,Mar-21,14,0,14,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4051,1,Apartment,May-21,May-21,May-21,14,0,14,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4207,3,Detached House,Jul-20,Jul-20,Jul-20,14,0,14,Public Housing,LOGAN ,Logan,Macalister
4207,2,Apartment,Mar-21,Mar-21,Mar-21,14,0,14,Public Housing,LOGAN ,Logan,Macalister
4680,3,Detached House,Jul-20,Jul-20,Jul-20,14,0,14,Public Housing,GLADSTONE ,Gladstone,Gladstone
4114,3,Detached House,Dec-20,Dec-20,Dec-20,14,0,14,Public Housing,LOGAN ,Logan,Woodridge
4740,1,Apartment,Jul-20,Aug-20,Aug-20,14,0,14,Public Housing,MACKAY ,Mackay,Mackay
4132,3,Detached House,Jul-20,Jul-20,Jul-20,14,0,14,Public Housing,LOGAN ,Logan,Woodridge
4800,2,Townhouse,Jun-21,Jun-21,Jun-21,14,0,14,Public Housing,MACKAY ,Whitsunday,Whitsunday
4122,3,Detached House,Oct-20,Nov-20,Nov-20,14,1,15,Public Housing,BURANDA ,Brisbane,Mansfield
0000,3,Detached House,Sep-20,Sep-20,Sep-20,14,1,15,Public Housing,INALA ,Brisbane,Inala
4053,1,Apartment,Oct-20,Nov-20,Nov-20,14,1,15,Public Housing,CHERMSIDE ,Brisbane,Stafford
4169,1,Apartment,Feb-21,Feb-21,Feb-21,14,1,15,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4105,1,Apartment,Jan-21,Feb-21,Feb-21,14,1,15,Public Housing,BURANDA ,Brisbane,Toohey
4120,1,Apartment,Feb-21,Mar-21,Mar-21,14,1,15,Public Housing,BURANDA ,Brisbane,Greenslopes
4121,1,Apartment,Nov-20,Dec-20,Dec-20,14,1,15,Public Housing,BURANDA ,Brisbane,Greenslopes
4670,3,Detached House,May-21,May-21,May-21,14,1,15,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4670,3,Detached House,Jul-20,Jul-20,Jul-20,14,1,15,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4805,3,Detached House,Oct-20,Nov-20,Nov-20,14,1,15,Public Housing,MACKAY ,Whitsunday,Burdekin
4505,3,Detached House,Jul-20,Jul-20,Jul-20,14,1,15,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4163,1,Apartment,Feb-21,Mar-21,Mar-21,14,1,15,Public Housing,BAYSIDE ,Redland,Oodgeroo
4802,4,Detached House,Nov-20,Dec-20,Dec-20,14,1,15,Public Housing,MACKAY ,Whitsunday,Whitsunday
4702,3,Detached House,Jun-20,Jul-20,Jul-20,14,1,15,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
0000,3,Detached House,Jun-20,Jul-20,Jul-20,14,1,15,Public Housing,GLADSTONE ,Gladstone,Gladstone
0000,3,Detached House,Jun-20,Jul-20,Jul-20,14,1,15,Public Housing,GLADSTONE ,Gladstone,Gladstone
4215,3,Townhouse,Aug-20,Sep-20,Sep-20,14,1,15,Public Housing,GOLD COAST ,Gold Coast,Bonney
4218,1,Apartment,Feb-21,Mar-21,Mar-21,14,1,15,Public Housing,GOLD COAST ,Gold Coast,Mermaid Beach
4558,2,Cluster House,Feb-21,Feb-21,Feb-21,14,1,15,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4127,3,Detached House,Oct-20,Nov-20,Nov-20,14,1,15,Public Housing,LOGAN ,Logan,Waterford
4500,2,Townhouse,Sep-20,Oct-20,Oct-20,14,1,15,Public Housing,MORETON BAY ,Moreton Bay,Pine Rivers
4114,2,Apartment,Sep-20,Oct-20,Oct-20,14,1,15,Public Housing,LOGAN ,Logan,Woodridge
4703,2,Townhouse,Mar-21,Apr-21,Apr-21,14,1,15,Public Housing,ROCKHAMPTON ,Livingstone,Keppel
4132,4,Detached House,Sep-20,Sep-20,Oct-20,14,1,15,Public Housing,LOGAN ,Logan,Woodridge
4075,1,Apartment,Aug-20,Aug-20,Aug-20,14,1,15,Public Housing,INALA ,Brisbane,Miller
4010,1,Apartment,May-21,May-21,May-21,14,2,16,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4051,2,Apartment,Jul-20,Jul-20,Jul-20,14,2,16,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4157,1,Apartment,Jun-20,Jul-20,Jul-20,14,2,16,Public Housing,BAYSIDE ,Redland,Capalaba
4680,3,Detached House,Jun-20,Jul-20,Jul-20,14,2,16,Public Housing,GLADSTONE ,Gladstone,Gladstone
4825,3,Detached House,Oct-20,Nov-20,Nov-20,14,2,16,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4114,2,Townhouse,Apr-21,May-21,May-21,14,2,16,Public Housing,LOGAN ,Logan,Woodridge
4740,2,Apartment,Jul-20,Aug-20,Aug-20,14,2,16,Public Housing,MACKAY ,Mackay,Mackay
4740,3,Cluster House,Jun-20,Jun-20,Jul-20,14,2,16,Public Housing,MACKAY ,Mackay,Mackay
4873,3,Detached House,Mar-21,Mar-21,Mar-21,14,2,16,Public Housing,CAIRNS ,Douglas,Cook
4119,2,Apartment,Nov-20,Dec-20,Dec-20,14,2,16,Public Housing,LOGAN ,Logan,Waterford
4114,1,Apartment,Nov-20,Nov-20,Nov-20,14,2,16,Public Housing,LOGAN ,Logan,Woodridge
4575,3,Detached House,Jun-21,Jun-21,Jun-21,14,2,16,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4870,1,Apartment,Feb-21,Mar-21,Mar-21,14,2,16,Public Housing,CAIRNS ,Cairns,Cairns
4807,3,Detached House,Feb-21,Feb-21,Feb-21,14,3,17,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4053,2,Apartment,Oct-20,Oct-20,Oct-20,14,3,17,Public Housing,CHERMSIDE ,Brisbane,Stafford
4053,2,Detached House,Aug-20,Aug-20,Aug-20,14,3,17,Public Housing,CHERMSIDE ,Brisbane,Stafford
4051,1,Apartment,Oct-20,Oct-20,Oct-20,14,3,17,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4179,1,Apartment,Sep-20,Sep-20,Sep-20,14,3,17,Public Housing,BAYSIDE ,Brisbane,Lytton
4051,2,Apartment,Feb-21,Feb-21,Mar-21,14,3,17,Public Housing,FORTITUDE VALLEY ,Brisbane,Everton
4102,1,Apartment,Jun-20,Jun-20,Jul-20,14,3,17,Public Housing,BURANDA ,Brisbane,South Brisbane
4031,2,Apartment,Oct-20,Nov-20,Nov-20,14,3,17,Public Housing,CHERMSIDE ,Brisbane,Stafford
4670,2,Duplex,Feb-21,Mar-21,Mar-21,14,3,17,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4680,3,Detached House,Nov-20,Nov-20,Nov-20,14,3,17,Public Housing,GLADSTONE ,Gladstone,Gladstone
4114,2,Townhouse,May-21,May-21,May-21,14,3,17,Public Housing,LOGAN ,Logan,Woodridge
4501,3,Townhouse,Nov-20,Dec-20,Dec-20,14,3,17,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4132,3,Detached House,Jan-21,Feb-21,Feb-21,14,3,17,Public Housing,LOGAN ,Logan,Woodridge
4557,1,Apartment,Apr-21,May-21,May-21,14,3,17,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Townhouse,May-21,May-21,May-21,14,3,17,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
0000,3,Detached House,Aug-20,Aug-20,Aug-20,14,3,17,Public Housing,LOGAN ,Logan,Woodridge
4133,2,Townhouse,Feb-21,Feb-21,Feb-21,14,3,17,Public Housing,LOGAN ,Logan,Waterford
4121,2,Apartment,Jul-20,Jul-20,Aug-20,14,3,17,Public Housing,BURANDA ,Brisbane,Greenslopes
4207,1,Apartment,Jan-21,Feb-21,Feb-21,14,4,18,Public Housing,LOGAN ,Logan,Macalister
4740,1,Apartment,Nov-20,Dec-20,Dec-20,14,4,18,Public Housing,MACKAY ,Mackay,Mackay
4019,1,Apartment,Nov-20,Dec-20,Dec-20,14,4,18,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4815,3,Detached House,May-21,Jun-21,Jun-21,14,4,18,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4163,1,Apartment,Nov-20,Dec-20,Dec-20,14,4,18,Public Housing,BAYSIDE ,Redland,Oodgeroo
4572,2,Apartment,May-21,May-21,Jun-21,14,5,19,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4053,4,Detached House,Oct-20,Nov-20,Nov-20,14,5,19,Public Housing,CHERMSIDE ,Brisbane,Stafford
4077,3,Detached House,Oct-20,Oct-20,Oct-20,14,5,19,Public Housing,INALA ,Brisbane,Inala
4012,2,Townhouse,Nov-20,Nov-20,Nov-20,14,5,19,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4178,2,Townhouse,Mar-21,Mar-21,Mar-21,14,5,19,Public Housing,BAYSIDE ,Brisbane,Lytton
4053,3,Townhouse,May-21,Jun-21,Jun-21,14,5,19,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4005,1,Apartment,Oct-20,Oct-20,Nov-20,14,5,19,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
